airport,countryCode,lat,lng
QPK,DE,52.582638,13.915935
HDB,DE,49.393346,8.651943
BFE,DE,52.016667,8.55
SXF,DE,52.370278,13.521388
BYU,DE,49.985556,11.64
GTI,DE,54.384003,13.325393
RBM,DE,48.901636,12.515756
DUS,DE,51.278327,6.76558
QGV,DE,50.05,8.683333
WIE,DE,50.04957,8.324533
FMO,DE,52.130053,7.694928
SCN,DE,49.220088,7.112705
HOQ,DE,50.289167,11.862222
KZG,DE,49.733333,10.15
HHN,DE,49.948333,7.264167
MGL,DE,51.22972,6.51097
ESS,DE,51.403889,6.941667
THF,DE,52.474722,13.403333
XFW,DE,53.535278,9.835556
AAR,DK,56.30823,10.626351
STA,DK,55.990278,8.355
SQW,DK,56.566667,9.033333
BLL,DK,55.747382,9.147874
ODE,DK,55.47356,10.328814
TED,DK,57.072222,8.703333
AAL,DK,57.086551,9.872241
KRP,DK,56.3,9.116667
SGD,DK,54.964444,9.791731
VEJ,DK,55.7,9.533333
BYR,DK,57.277563,11.005083
CPH,DK,55.629053,12.647601
SKS,DK,55.221944,9.264722
CNL,DK,57.483333,10.216667
RNN,DK,55.063645,14.758274
EBJ,DK,55.521431,8.549062
MRW,DK,54.685833,11.435
RKE,DK,55.589721,12.128183
TAY,EE,58.30969,26.690904
KDL,EE,58.994917,22.824971
URE,EE,58.229938,22.509542
TLL,EE,59.416622,24.798703
EPU,EE,58.418889,24.472778
CHE,EE,59.447989,24.753279
QUF,EE,59.469213,24.822022
LEU,ES,42.341306,1.409573
UER,ES,38.7,-4.116667
UTL,ES,36.622574,-4.498993
PNA,ES,42.767497,-1.639347
TFN,ES,28.488057,-16.345982
BCN,ES,41.303027,2.07593
ALC,ES,38.287098,-0.557381
OVD,ES,43.55891,-6.032094
TFS,ES,28.044444,-16.5725
RRA,ES,36.75,-5.166667
VGO,ES,42.224551,-8.634025
HSK,ES,42.080927,-0.323469
SLM,ES,40.951944,-5.501944
SEJ,ES,40.97167,-5.648333
MLN,ES,35.277078,-2.957473
OZU,ES,37.6,-4.633333
LPA,ES,27.932398,-15.384626
AMR,ES,36.834446,-2.456111
FGR,ES,36.533333,-4.633333
CJI,ES,38.983333,-3.916667
ROZ,ES,36.645252,-6.350709
AEI,ES,36.128898,-5.441301
GEN,ES,37.383333,-4.766667
VIT,ES,42.833333,-2.5
MAH,ES,39.86503,4.224099
VDE,ES,27.813968,-17.884937
SPO,ES,37.383333,-5.75
SCQ,ES,42.896308,-8.415125
SDR,ES,43.423086,-3.824453
OZI,ES,37.6625,-24.9
OZP,ES,37.169797,-5.611906
ILD,ES,41.726926,0.539164
TOJ,ES,40.455556,-3.546667
XRY,ES,36.750614,-6.064535
GRX,ES,37.184728,-3.776954
SVQ,ES,37.423476,-5.900136
LEN,ES,42.590569,-5.64629
JCU,ES,35.892569,-5.30621
ACE,ES,28.950668,-13.609059
CDZ,ES,36.533333,-6.3
FES,ES,36.466667,-6.183333
ODB,ES,37.841111,-4.847222
LCG,ES,43.30236,-8.381923
BIO,ES,43.305535,-2.905808
RGS,ES,42.357451,-3.613573
VLC,ES,39.491792,-0.473475
PMI,ES,39.547654,2.730388
MAD,ES,40.49027,-3.564479
REU,ES,41.146102,1.153319
SPC,ES,28.626389,-17.755556
CQM,ES,38.858684,-3.974536
EAS,ES,43.356401,-1.793538
FUE,ES,28.450605,-13.869893
CDT,ES,40.213889,0.073333
HEV,ES,37.266667,-6.95
LUY,ES,43.015,-7.551944
IBZ,ES,38.876595,1.367803
ABC,ES,38.948333,-1.863333
LEI,ES,36.847984,-2.371873
ZAZ,ES,41.663862,-1.007466
RJL,ES,42.456944,-2.323611
GMZ,ES,28.016667,-17.2
RMU,ES,37.803,-1.125
NDO,ES,37.383333,-6.583333
GRO,ES,41.898041,2.766383
AGP,ES,36.675181,-4.489616
BJZ,ES,38.893312,-6.819564
PXS,ES,36.6,-6.216667
VLL,ES,41.70581,-4.844626
MJV,ES,37.775213,-0.81904
FAE,FO,62.066667,-7.266667
ENF,FI,68.360381,23.421202
TKU,FI,60.512348,22.272771
KHJ,FI,62.463056,22.394722
KAJ,FI,64.277778,27.688889
LPP,FI,61.044114,28.155163
KAU,FI,63.1,23.083333
IVL,FI,68.611111,27.415556
KUO,FI,63.008908,27.788696
KTT,FI,67.695949,24.859027
JYV,FI,62.403623,25.681431
HEM,FI,60.25,25.05
SVL,FI,61.944186,28.932545
VRK,FI,62.172505,27.861281
TMP,FI,61.420449,23.617564
SJY,FI,62.692567,22.826712
POR,FI,61.46866,21.791381
YLI,FI,64.054444,24.728889
UTI,FI,60.9,26.933333
KTQ,FI,62.165833,30.076667
KEV,FI,61.583333,24.75
KAO,FI,65.990278,29.233889
HEL,FI,60.317953,24.966449
SOT,FI,67.383333,26.616667
KEM,FI,65.780057,24.57677
RVN,FI,66.559047,25.829609
HYV,FI,60.654167,24.884444
KOK,FI,63.718838,23.133069
VAA,FI,63.043549,21.760123
JOE,FI,62.656788,29.61354
MIK,FI,61.683889,27.213056
OUL,FI,64.93012,25.375425
EDM,FR,46.7,-1.383333
CLY,FR,42.527778,8.791667
SXD,FR,43.616667,7.05
ETZ,FR,48.981653,6.243003
BOR,FR,47.655556,7.011667
LBI,FR,43.933333,2.15
CSF,FR,49.25,2.483333
CNG,FR,45.683333,-0.333333
LYS,FR,45.721426,5.080334
POX,FR,49.096717,2.040864
ZAO,FR,44.45,1.45
AUR,FR,44.8975,2.418056
BIQ,FR,43.466478,-1.521784
DIJ,FR,47.270833,5.088889
CQF,FR,50.95,1.933333
GNB,FR,45.359832,5.332019
EVX,FR,49.016667,1.15
HZB,FR,50.616667,2.65
MRS,FR,43.44178,5.222137
JAH,FR,43.283333,5.6
CDG,FR,49.003196,2.567023
LEH,FR,49.53391,0.088063
LTQ,FR,50.514775,1.627071
LME,FR,48,1.25
PUF,FR,43.382348,-0.413573
BIA,FR,42.547616,9.480124
CFR,FR,49.183437,-0.459276
BOD,FR,44.83102,-0.70217
NIT,FR,46.316667,-0.45
EPL,FR,48.325833,6.069444
LSO,FR,46.5,-1.783333
LPY,FR,45.083333,3.766667
XEX,FR,48.833333,2.65
VHY,FR,46.165556,3.409722
SEC,FR,44.916667,6.5
VIY,FR,48.774167,2.191667
BYF,FR,49.970389,2.699448
CTT,FR,43.25,5.783333
MVV,FR,45.816667,6.65
ORE,FR,47.916667,1.9
IDY,FR,46.717867,-2.388694
LIL,FR,50.572047,3.106067
TGF,FR,45.483333,6.9
VNE,FR,47.65,-2.766667
XPZ,FR,43.283333,6.633333
DLP,FR,48.866667,2.8
RNS,FR,48.068064,-1.726249
CMF,FR,45.637994,5.88437
MXN,FR,48.6,-3.816667
BZR,FR,43.321186,3.353485
OBS,FR,44.666667,4.7
SYT,FR,46.4,4.033333
XYT,FR,43.566667,1.483333
PGF,FR,42.741018,2.868183
AHZ,FR,45.083333,6.083333
ANG,FR,45.727359,0.218923
LBY,FR,47.288136,-2.346783
JPU,FR,48.866667,2.333333
GAT,FR,44.55,6.083333
TUF,FR,47.432237,0.726584
TLN,FR,43.093489,6.159303
ANE,FR,47.560351,-0.312245
LYN,FR,45.730833,4.943333
JLP,FR,43.65,7.1
CHR,FR,46.861953,1.728128
LVA,FR,48.066667,-0.766667
SCP,FR,45.416667,0.616667
BVA,FR,49.459488,2.110815
JDP,FR,48.816667,2.283333
NTE,FR,47.157623,-1.601402
LDV,FR,48.5,-4.1
LDE,FR,43.186508,0.003368
BSL,FR,47.599608,7.532604
LAI,FR,48.754167,-3.481944
CCF,FR,43.215476,2.308594
EGC,FR,44.85,0.483333
RYN,FR,45.616667,-1.016667
LTT,FR,43.205651,6.483263
AVF,FR,46.2,6.766667
ENC,FR,48.691667,6.231667
FNI,FR,43.75,4.416667
CMR,FR,48.083333,7.366667
LIG,FR,45.862179,1.176245
QYW,FR,43.538889,7.044444
MCU,FR,46.35,2.6
CFE,FR,45.789051,3.159323
LRT,FR,47.753739,-3.436394
PAR,FR,48.833333,2.331938
CVF,FR,45.396667,6.634722
MZM,FR,49.0725,6.134444
SXB,FR,48.544877,7.627674
JEV,FR,48.616667,2.416667
BES,FR,48.443377,-4.420175
DLE,FR,47.038254,5.428719
BVE,FR,45.166667,1.533333
XCR,FR,48.779595,4.19097
AJA,FR,41.919867,8.794013
PGX,FR,45.183333,0.716667
NVS,FR,47,3.15
AGF,FR,44.173611,0.598611
XGB,FR,48.840562,2.319849
URO,FR,49.388611,1.1875
BOU,FR,47.15,2.416667
EBU,FR,45.541389,4.296944
SNR,FR,47.312047,-2.153864
NCY,FR,45.930556,6.100833
MPL,FR,43.57843,3.959174
MEN,FR,44.504157,3.527748
UIP,FR,47.974444,-4.170833
VAZ,FR,45.45,6.983333
SOZ,FR,41.883333,9.383333
GFR,FR,48.883333,-1.566667
SBK,FR,48.513056,-2.808889
RCO,FR,45.890556,-0.980556
NCE,FR,43.660488,7.205232
LBG,FR,48.964426,2.441525
MFX,FR,45.416667,6.566667
CEQ,FR,43.546389,6.954167
LRH,FR,46.180556,-1.185833
RDZ,FR,44.410594,2.483866
DPE,FR,49.884806,1.080755
FRJ,FR,43.433333,6.733333
TLS,FR,43.630071,1.374321
VTL,FR,48.2,5.95
RHE,FR,49.310833,4.050556
AVN,FR,43.906542,4.902082
DNR,FR,48.587778,-2.083611
PIS,FR,46.586111,0.306389
FSC,FR,41.498633,9.098223
AUF,FR,47.85,3.5
RNE,FR,46.053333,4.000833
TNF,FR,48.750833,2.113056
VAF,FR,44.920278,4.970278
DCM,FR,43.555833,2.284167
DOL,FR,49.362778,0.164167
CER,FR,49.650812,-1.475198
PRP,FR,41.666667,8.9
CET,FR,47.066667,-0.866667
DXA,FR,44.983333,6.15
BAE,FR,44.387189,6.609135
JCA,FR,43.535369,7.038334
ORY,FR,48.728283,2.3597
ODH,GB,51.234232,-0.943024
SQZ,GB,53.307852,-0.550703
SOY,GB,59.155282,-2.641532
FFD,GB,51.682198,-1.790026
EDI,GB,55.948143,-3.364177
GQJ,GB,55,-5
OKH,GB,52.666667,-0.716667
PIK,GB,55.508432,-4.611286
RAY,GB,55.833333,-3.966667
CAL,GB,55.436389,-5.686667
PME,GB,50.8,-1.083333
CLF,GB,52.8,1.420935
IPW,GB,52.066667,1.166667
SYY,GB,58.213626,-6.321995
QQM,GB,-1,-1
FSS,GB,57.65,-3.566667
MSE,GB,51.346396,1.357335
OHP,GB,56.416667,-5.483333
VLY,GB,53.250359,-4.529017
LYX,GB,50.955333,0.938414
SOU,GB,50.950725,-1.361318
JER,GB,49.205297,-2.194344
ESH,GB,50.833333,-0.3
OXF,GB,51.836944,-1.32
FWM,GB,56.816667,-5.116667
ILY,GB,55.681944,-6.254167
BOH,GB,50.778269,-1.832476
SZD,GB,53.399444,-1.389722
COL,GB,56.616667,-6.616667
ADX,GB,56.366667,-2.866667
WEM,GB,51.3,0.416667
HLY,GB,53.3,-4.633333
EMA,GB,52.825872,-1.330595
UHF,GB,51.933333,-1.25
UPV,GB,51.3,-1.816667
KOI,GB,58.958056,-2.900556
INV,GB,57.539346,-4.063738
DSA,GB,53.481004,-1.01155
CHW,GB,51.89972,-2.07806
CEG,GB,53.178603,-2.970718
LSI,GB,59.877889,-1.287111
HAW,GB,51.8,-4.966667
OUK,GB,60.425143,-0.751374
LPL,GB,53.337616,-2.854905
LEQ,GB,50.102792,-5.670205
BWY,GB,52.1,1.316667
BRF,GB,53.868532,-1.658633
QQP,GB,51.5173,-0.1774
CVT,GB,52.369167,-1.478611
FEA,GB,60.603262,-0.869697
DOC,GB,57.866667,-4.033333
QUG,GB,50.941667,-0.842248
TRE,GB,56.500556,-6.871389
GLO,GB,51.894228,-2.16576
STN,GB,51.889267,0.262703
CWL,GB,51.398768,-3.339075
SKL,GB,57.333333,-6.25
SCS,GB,60.436824,-1.294972
LWK,GB,60.189061,-1.245291
MAN,GB,53.362908,-2.273354
OBN,GB,56.463501,-5.39967
SWI,GB,51.566667,-1.783333
ULL,GB,56.45,-6
BWF,GB,54.116667,-3.233333
GSY,GB,53.583333,-0.083333
ACI,GB,49.706717,-2.21531
PLH,GB,50.422338,-4.110009
HUY,GB,53.583378,-0.34851
PSL,GB,56.233333,-3.566667
NWI,GB,52.669534,1.276782
YEO,GB,51.016667,-2.55
WRY,GB,59.35,-2.95
UNT,GB,60.748559,-0.849653
KNF,GB,52.648994,0.54914
BHD,GB,54.61452,-5.870215
LTN,GB,51.879768,-0.376232
BRR,GB,57.025237,-7.449343
WIC,GB,58.456944,-3.086667
LHR,GB,51.469603,-0.453566
LYE,GB,51.505741,-1.99318
DND,GB,56.454091,-3.014531
QLA,GB,51.184574,-1.037654
BFS,GB,54.662397,-6.217616
BQH,GB,51.333333,0.033333
EWY,GB,51.4,-1.333333
WTN,GB,53.166211,-0.523825
FLH,GB,58.5,-3
BEB,GB,57.473414,-7.376028
TSO,GB,49.945556,-6.331389
LDY,GB,55.040986,-7.156924
IOM,GB,54.086795,-4.633191
WFD,GB,53.338056,-2.148889
RCS,GB,51.35,0.5
ENK,GB,54.35,-7.633333
PSV,GB,60.322207,-1.693238
ORM,GB,52.233333,-0.9
SWS,GB,51.605299,-4.067821
KRH,GB,51.336111,-0.186211
LKZ,GB,52.491667,0.67609
CBG,GB,52.208044,0.177738
HRT,GB,54.045878,-1.251643
PZE,GB,50.127545,-5.518258
SEN,GB,51.57265,0.698248
GLA,GB,55.864213,-4.431782
LPH,GB,56.05,-5.433333
ISC,GB,49.913333,-6.291667
LGW,GB,51.150836,-0.177416
NQY,GB,50.43745,-4.997922
NQT,GB,52.918793,-1.0799
BEQ,GB,52.35,0.766667
NCL,GB,55.037062,-1.710629
HTF,GB,51.765,-0.248333
BOL,GB,55,-7
BHX,GB,52.452518,-1.733256
NHT,GB,51.547257,-0.41452
CAX,GB,54.936667,-2.809444
MHZ,GB,52.361902,0.486411
EXT,GB,50.731109,-3.410968
BZZ,GB,51.75,-1.587093
NDY,GB,59.250065,-2.575134
FKH,GB,52.833333,0.85
FOA,GB,60.123048,-2.053476
FIE,GB,59.534301,-1.62911
KYN,GB,52.034277,-0.774107
LBA,GB,53.869339,-1.659985
GCI,GB,49.432756,-2.595044
NRL,GB,59.367491,-2.434444
LMO,GB,57.705527,-3.339777
BBS,GB,51.333333,-0.85
FZO,GB,51.516667,-2.583333
HYC,GB,51.616667,-0.75
BSH,GB,50.816667,-0.116667
TTK,GB,51.583333,-0.083333
AYH,GB,52.366667,-1.05
BLK,GB,53.778387,-3.041985
MME,GB,54.512226,-1.434013
FAB,GB,51.278754,-0.770607
CSA,GB,56.083333,-6.2
WOB,GB,52,1
ABZ,GB,57.200253,-2.204186
BRS,GB,51.386756,-2.710659
BBP,GB,50.683333,-1.083333
HOY,GB,58.833333,-3.3
EOI,GB,59.190596,-2.772223
LCY,GB,51.50438,0.049365
PPW,GB,59.35145,-2.899779
BEX,GB,51.616115,-1.095776
WHS,GB,60.376935,-0.921905
TBS,GE,41.674063,44.958958
BUS,GE,41.610833,41.600556
SUI,GE,42.866667,41.116667
KUT,GE,42.176389,42.4825
GIB,GI,36.153763,-5.349271
PYR,GR,37.933333,21.283333
VOL,GR,39.220291,22.792661
SMI,GR,37.691448,26.914418
JMK,GR,37.436111,25.344444
MLO,GR,36.69611,24.475
JSY,GR,37.423611,24.95
PVK,GR,38.926389,20.765833
KZI,GR,40.288611,21.841944
MJT,GR,39.053867,26.603171
KLX,GR,37.069444,22.027778
HEW,GR,37.885903,23.740151
JTR,GR,36.404262,25.475983
CHQ,GR,35.5402,24.140374
HER,GR,35.33663,25.174193
SPJ,GR,36.983333,22.533333
CFU,GR,39.60784,19.914645
KIT,GR,36.291667,23.025
AGQ,GR,38.604167,21.351944
PAS,GR,37.066667,25.1
SKG,GR,40.520833,22.972222
SKU,GR,38.916667,24.566667
IOA,GR,39.696667,20.825833
KGS,GR,36.801002,27.089479
KSJ,GR,35.421267,26.910895
JKH,GR,38.345795,26.142335
AOK,GR,35.420683,27.146728
KVA,GR,40.912994,24.619675
PKH,GR,37.301389,23.147222
GPA,GR,38.25,21.733333
JSH,GR,35.216667,26.116667
JIK,GR,37.666667,26.333333
JNX,GR,37.1,25.383333
ZTH,GR,37.753505,20.884711
EFL,GR,38.118056,20.505556
JKL,GR,36.963333,26.940556
DRM,GR,41.15,24.166667
KSO,GR,40.450833,21.273333
LXS,GR,39.923906,25.233446
AXD,GR,40.856784,25.944893
JTY,GR,36.566667,26.366667
KZS,GR,36.14167,29.576376
JSS,GR,37.25,23.166667
ATH,GR,37.93635,23.946486
LRA,GR,39.651111,22.463889
LRS,GR,37.516667,26.783333
RHO,GR,36.401866,28.090677
JSI,GR,39.180556,23.505556
DEB,HU,47.55,21.7
SOB,HU,46.713472,17.240444
MCQ,HU,48.116667,20.833333
BUD,HU,47.433037,19.261621
ZGC,HR,45.803101,15.994173
DBV,HR,42.560718,18.260617
LSZ,HR,44.568965,14.568965
ZAG,HR,45.733242,16.061519
PUY,HR,44.891667,13.923611
ZAD,HR,44.097778,15.356667
BWK,HR,43.283333,16.683333
RJK,HR,45.215833,14.568333
OSI,HR,45.465883,18.807212
SPU,HR,43.536525,16.29946
SNN,IE,52.69248,-8.92039
KIR,IE,52.181475,-9.535666
WEX,IE,52.333333,-6.466667
DUB,IE,53.42728,-6.24357
CFN,IE,55.041667,-8.340278
ORK,IE,51.849107,-8.489847
GWY,IE,53.283333,-9.033333
NNR,IE,53.216667,-9.466667
NOC,IE,53.914002,-8.810468
BLY,IE,54.233333,-10
SXL,IE,54.283333,-8.466667
BYT,IE,51.683333,-9.45
LTR,IE,54.95,-7.733333
IIA,IE,53.083333,-9.533333
IOR,IE,53.116667,-9.75
WAT,IE,52.188932,-7.081527
KKY,IE,52.65,-7.25
INQ,IE,53.033333,-9.433333
BLO,IS,65.666667,-20.3
GRY,IS,66.54799,-18.020378
OFJ,IS,65.583333,-19.833333
GJR,IS,65.983333,-21.35
EGS,IS,65.277778,-14.402778
SYK,IS,65.1,-22.8
BGJ,IS,66,-14.5
THO,IS,66.220705,-15.332381
RHA,IS,65.166667,-21.416667
OLI,IS,65,-23.983333
VEY,IS,63.426389,-20.277778
SIJ,IS,66.166667,-18.933333
FAS,IS,64.95,-14.016667
OPA,IS,66.416667,-16.483333
PFJ,IS,65.033333,-19.008333
FLI,IS,65.983333,-23.7
DJU,IS,64.650278,-14.268333
FAG,IS,63.883333,-16.65
MVA,IS,65.616667,-16.966667
NOR,IS,65.131883,-13.746385
IFJ,IS,66.059722,-23.132778
VPN,IS,65.720596,-14.8506
TEY,IS,65.883333,-23.45
HFN,IS,64.283333,-15.266667
AEY,IS,65.654567,-18.075068
HVK,IS,65.7,-22.466667
RKV,IS,64.131055,-21.932476
BJD,IS,66.066667,-14.75
HVM,IS,65.416667,-21
GUU,IS,64.966667,-23.166667
BIU,IS,65.833333,-23.983333
HZK,IS,65.955754,-17.419672
BXV,IS,64.766667,-14
KEF,IS,63.997765,-22.624283
RFN,IS,66.416667,-15.016667
SAK,IS,65.75,-19.65
AOT,IT,45.738611,7.3625
CUF,IT,44.535278,7.6175
GOA,IT,44.415066,8.85081
CTA,IT,37.470663,15.065877
BRI,IT,41.133881,16.76391
AOI,IT,43.606911,13.355723
NSY,IT,37.40702,14.914698
AHO,IT,40.630405,8.295891
BZO,IT,46.462444,11.330511
DCI,IT,39.353408,8.973867
TSF,IT,45.655113,12.204444
AVB,IT,46.033333,12.6
VIF,IT,41.866433,16.165162
CIY,IT,36.996209,14.609152
PEJ,IT,41.701667,15.730556
TRS,IT,45.820781,13.485678
REG,IT,38.075278,15.650833
PMO,IT,38.186525,13.104779
LMP,IT,35.5,12.616667
MXP,IT,45.627405,8.71237
FLR,IT,43.802126,11.201989
VBS,IT,45.425447,10.326545
BLQ,IT,44.529268,11.293289
QMM,IT,43.987594,10.146547
NAP,IT,40.886111,14.291667
VCE,IT,45.502285,12.337947
RAN,IT,44.366667,12.223333
ALL,IT,44.05,8.216667
SAY,IT,43.256302,11.255
BRZ,IT,45.53194,10.21278
SWK,IT,45.822224,10.295
VIC,IT,45.55,11.55
CAG,IT,39.254333,9.060673
FCO,IT,41.794594,12.250346
TTB,IT,39.916667,9.683333
JLO,IT,45.533333,12.716667
TAR,IT,40.517778,17.401944
OLB,IT,40.903143,9.514823
CDF,IT,46.533333,12.133333
BLX,IT,46.15,12.216667
RRO,IT,40.616667,14.366667
PEG,IT,43.133333,12.366667
LCC,IT,40.242778,18.133333
GBN,IT,41.701667,15.730556
GRS,IT,42.761944,11.070556
PMF,IT,44.822222,10.295278
CRV,IT,38.996305,17.080778
LIN,IT,45.460958,9.279157
LCV,IT,43.833333,10.583333
PSA,IT,43.698713,10.399915
LIU,IT,35.874936,12.865033
PRJ,IT,40.55,14.233333
TRN,IT,45.191455,7.643049
CIA,IT,41.799065,12.590987
BDS,IT,40.657995,17.939053
FRL,IT,44.19857,12.07076
RMI,IT,44.022952,12.619594
VRN,IT,45.40233,10.906796
ISH,IT,40.733333,13.95
PSR,IT,42.437222,14.187222
EBA,IT,42.763104,10.240409
TPS,IT,37.901385,12.495865
QSR,IT,40.620146,14.92084
TQR,IT,42.117842,15.490703
SUF,IT,38.910015,16.244972
BGY,IT,45.665315,9.698713
UDN,IT,46.033333,13.183333
FOG,IT,41.433991,15.544367
PNL,IT,36.813611,11.966111
PLQ,LT,55.95,21.083333
SQQ,LT,55.895292,23.39311
KLJ,LT,55.7,21.216667
PNV,LT,55.733333,24.383333
VNO,LT,54.643079,25.279605
KUN,LT,54.9,23.916667
LUX,LU,49.631113,6.209539
RIX,LV,56.92208,23.979806
DGP,LV,55.883333,26.533333
LPX,LV,56.516667,21.1
MCM,MC,43.725833,7.419722
OHD,MK,41.180231,20.743216
SKP,MK,41.960559,21.625757
JCO,MT,36.016667,14.333333
MLA,MT,35.849776,14.495401
GZM,MT,36.041667,14.208333
SKE,NO,59.182778,9.5625
LKL,NO,70.067778,24.973611
SVJ,NO,68.244983,14.667774
FRO,NO,61.585302,5.023999
QFK,NO,62.05,5.366667
HAA,NO,70.466667,22.15
RET,NO,67.527675,12.103479
TOS,NO,69.679835,18.907343
VDS,NO,70.065,29.845278
LKN,NO,68.154216,13.614864
